SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;QT_APTOS;QT_VOTOS_BRANCOS;QT_VOTOS_NULOS;TOTAL_BRANCO_NULO;PERC_DESCONTENTES;CD_MUNICIPIO_IBGE;NM_MUNICIPIO_IBGE;POPULACAO_2022;PROP_ELEITORADO
SP;70270;SANTA CRUZ DAS PALMEIRAS;42438;2295;2857;5152;12.14006315094962;3546306;Santa Cruz das Palmeiras - SP;28864;147.02743902439025
SP;70297;SANTA CRUZ DO RIO PARDO;71676;2837;3264;6101;8.511914727384342;3546405;Santa Cruz do Rio Pardo - SP;46442;154.33443865466603
SP;70319;SANTA ERNESTINA;10026;353;544;897;8.946738479952124;3546504;Santa Ernestina - SP;6118;163.8770840143838
SP;70335;SANTA FÉ DO SUL;54065;1753;2282;4035;7.463238694164431;3546603;Santa Fé do Sul - SP;34794;155.38598608955567
SP;70351;SANTA GERTRUDES;37706;1716;2145;3861;10.239749641966796;3546702;Santa Gertrudes - SP;23611;159.69675151412477
SP;70378;SANTA ISABEL;86320;4391;6273;10664;12.354031510658018;3546801;Santa Isabel - SP;53174;162.3349757400233
SP;70394;SANTA LÚCIA;13626;813;1018;1831;13.43754586819316;3546900;Santa Lúcia - SP;7149;190.60008392782208
SP;70416;SANTA MARIA DA SERRA;8619;367;410;777;9.01496693351897;3547007;Santa Maria da Serra - SP;5243;164.39061605950792
SP;70432;SANTA MERCEDES;5486;168;224;392;7.145461173897193;3547106;Santa Mercedes - SP;2956;185.58863328822736
SP;70459;SANTANA DA PONTE PENSA;3190;74;128;202;6.332288401253919;3547205;Santana da Ponte Pensa - SP;1670;191.01796407185628
SP;70475;SANTANA DE PARNAÍBA;200790;6601;8819;15420;7.679665321978186;3547304;Santana de Parnaíba - SP;154105;130.2942798741118
SP;70513;SANTA RITA DO PASSA QUATRO;39990;1513;2101;3614;9.037259314828708;3547502;Santa Rita do Passa Quatro - SP;24833;161.03571860024968
SP;70530;SANTA ROSA DE VITERBO;39596;1961;2717;4678;11.814324679260531;3547601;Santa Rosa de Viterbo - SP;23411;169.13416769894494
SP;70556;SANTO ANASTÁCIO;30532;1130;1496;2626;8.600812262544217;3547700;Santo Anastácio - SP;17963;169.97160830596226
SP;70572;SANTO ANDRÉ;1165237;38700;73889;112589;9.662326204883644;3547809;Santo André - SP;748919;155.58918921805963
SP;70599;SANTO ANTÔNIO DA ALEGRIA;10732;383;611;994;9.262020126723815;3547908;Santo Antônio da Alegria - SP;6775;158.40590405904058
SP;70610;SANTO ANTÔNIO DE POSSE;34133;1774;1687;3461;10.139747458471271;3548005;Santo Antônio de Posse - SP;23244;146.8464980209947
SP;70637;SANTO ANTÔNIO DO JARDIM;10882;541;653;1194;10.97224774857563;3548104;Santo Antônio do Jardim - SP;6126;177.63630427685274
SP;70653;SANTO ANTÔNIO DO PINHAL;12762;586;726;1312;10.280520294624669;3548203;Santo Antônio do Pinhal - SP;7133;178.91490256554044
SP;70670;SANTO EXPEDITO;5523;131;219;350;6.337135614702155;3548302;Santo Expedito - SP;3000;184.1
SP;70696;SANTÓPOLIS DO AGUAPEÍ;6485;191;316;507;7.818041634541249;3548401;Santópolis do Aguapeí - SP;3899;166.3246986406771
SP;70718;SANTOS;705322;20374;30619;50993;7.229747547928464;3548500;Santos - SP;418608;168.4922409509613
SP;70734;SÃO BENTO DO SAPUCAÍ;19065;886;1149;2035;10.67400996590611;3548609;São Bento do Sapucaí - SP;11674;163.31163268802467
SP;70750;SÃO BERNARDO DO CAMPO;1278167;44464;77898;122362;9.573240429458748;3548708;São Bernardo do Campo - SP;810729;157.65650420794123
SP;70777;SÃO CAETANO DO SUL;292324;7404;13627;21031;7.1944144168799005;3548807;São Caetano do Sul - SP;165655;176.4655458633908
SP;70793;SÃO CARLOS;388394;17138;26067;43205;11.124013244282867;3548906;São Carlos - SP;254857;152.39683430315824
SP;70815;SÃO FRANCISCO;5056;208;217;425;8.405854430379748;3549003;São Francisco - SP;2602;194.31206764027672
SP;70831;SÃO JOÃO DA BOA VISTA;142780;5952;7839;13791;9.658915814539853;3549102;São João da Boa Vista - SP;92547;154.27836666774718
SP;70858;SÃO JOÃO DAS DUAS PONTES;4546;187;208;395;8.688957325120986;3549201;São João das Duas Pontes - SP;2580;176.2015503875969
SP;70890;SÃO JOAQUIM DA BARRA;76053;3615;3604;7219;9.492064744323038;3549409;São Joaquim da Barra - SP;48558;156.623007537378
SP;70912;SÃO JOSÉ DA BELA VISTA;13900;697;624;1321;9.50359712230216;3549508;São José da Bela Vista - SP;7626;182.2711775504852
SP;70939;SÃO JOSÉ DO BARREIRO;7595;137;293;430;5.661619486504279;3549607;São José do Barreiro - SP;3853;197.119127952245
SP;70955;SÃO JOSÉ DO RIO PARDO;85258;4024;4710;8734;10.244199957775225;3549706;São José do Rio Pardo - SP;52205;163.31385882578297
SP;70971;SÃO JOSÉ DO RIO PRETO;690065;21938;31411;53349;7.731010846804287;3549805;São José do Rio Preto - SP;480393;143.64593156020175
SP;70998;SÃO JOSÉ DOS CAMPOS;1115218;37020;49808;86828;7.785742339165974;3549904;São José dos Campos - SP;697054;159.99018727386974
SP;71030;SÃO MANUEL;62175;3492;4454;7946;12.780056292722156;3550100;São Manuel - SP;37289;166.738180160369
SP;71056;SÃO MIGUEL ARCANJO;51307;1690;2473;4163;8.11390258639172;3550209;São Miguel Arcanjo - SP;32039;160.13920534348762
SP;71072;SÃO PAULO;18602871;661834;1140088;1801922;9.68625756744752;3550308;São Paulo - SP;11451999;162.44212909903328
SP;71099;SÃO PEDRO;54383;2033;2690;4723;8.684699262637222;3550407;São Pedro - SP;38256;142.15547887913007
SP;71110;SÃO PEDRO DO TURVO;11470;368;427;795;6.931124673060157;3550506;São Pedro do Turvo - SP;7217;158.93030345018707
SP;71137;SÃO ROQUE;127018;6280;7073;13353;10.512683241745265;3550605;São Roque - SP;79484;159.80323083891096
SP;71153;SÃO SEBASTIÃO;132740;5306;5988;11294;8.5083622118427;3550704;São Sebastião - SP;81595;162.68153685887617
SP;71170;SÃO SEBASTIÃO DA GRAMA;17067;661;1051;1712;10.03105408097498;3550803;São Sebastião da Grama - SP;10441;163.4613542764103
SP;71196;SÃO SIMÃO;24180;871;1409;2280;9.429280397022332;3550902;São Simão - SP;13442;179.88394584139263
SP;71218;SÃO VICENTE;517762;20565;25962;46527;8.986175115207374;3551009;São Vicente - SP;329911;156.93990197356257
SP;71234;SARAPUÍ;15204;580;863;1443;9.490923441199683;3551108;Sarapuí - SP;10369;146.62937602468898
SP;71250;SARUTAIÁ;6336;155;292;447;7.054924242424243;3551207;Sarutaiá - SP;3704;171.05831533477323
SP;71277;SEBASTIANÓPOLIS DO SUL;6038;223;267;490;8.115269956939382;3551306;Sebastianópolis do Sul - SP;3130;192.9073482428115
SP;71293;SERRA AZUL;15868;611;801;1412;8.898411898159818;3551405;Serra Azul - SP;12746;124.49395888906322
SP;71315;SERRANA;69499;3136;3614;6750;9.712369962157728;3551504;Serrana - SP;43909;158.279623767337
SP;71331;SERRA NEGRA;46729;1482;2281;3763;8.052815168310898;3551603;Serra Negra - SP;29894;156.3156486251422
SP;71358;SERTÃOZINHO;193872;9232;11446;20678;10.66580011554015;3551702;Sertãozinho - SP;126887;152.79106606665772
SP;71374;SETE BARRAS;22566;558;963;1521;6.740228662589737;3551801;Sete Barras - SP;12730;177.2663000785546
SP;71390;SEVERÍNIA;24552;1113;1169;2282;9.294558488106876;3551900;Severínia - SP;14576;168.44127332601536
SP;71412;SILVEIRAS;10813;422;504;926;8.563765837417924;3552007;Silveiras - SP;6186;174.79793081150987
SP;71439;SOCORRO;62650;2003;3756;5759;9.192338387869114;3552106;Socorro - SP;40122;156.1487463237127
SP;71455;SOROCABA;1028651;42093;67967;110060;10.699450056433134;3552205;Sorocaba - SP;723682;142.14129963160616
SP;71471;SUD MENNUCCI;12614;417;523;940;7.452037418741081;3552304;Sud Mennucci - SP;7355;171.50237933378654
SP;71498;SUMARÉ;396944;17950;21948;39898;10.051291869885928;3552403;Sumaré - SP;279545;141.99645853082689
SP;71510;SUZANO;457309;23720;31091;54811;11.985550251580442;3552502;Suzano - SP;307429;148.75272014026
SP;71536;TABAPUÃ;18531;688;1107;1795;9.686471318331446;3552601;Tabapuã - SP;11323;163.65804115517088
SP;71552;TABATINGA;23227;1128;1284;2412;10.384466353812371;3552700;Tabatinga - SP;14769;157.26860315525764
SP;71579;TABOÃO DA SERRA;447236;20392;26785;47177;10.5485694353764;3552809;Taboão da Serra - SP;273542;163.4981099794547
SP;71595;TACIBA;9882;215;293;508;5.140659785468529;3552908;Taciba - SP;6260;157.8594249201278
SP;71617;TAGUAÍ;18460;649;745;1394;7.551462621885157;3553005;Taguaí - SP;12669;145.71000078932826
SP;71633;TAIAÇU;9636;346;461;807;8.374844333748444;3553104;Taiaçu - SP;5677;169.7375374317421
SP;71650;TAIÚVA;9506;356;434;790;8.310540711129812;3553203;Taiúva - SP;6548;145.17409896151497
SP;71676;TAMBAÚ;31840;1282;1847;3129;9.827261306532662;3553302;Tambaú - SP;21435;148.54210403545602
SP;71692;TANABI;41275;1145;1638;2783;6.742580254391278;3553401;Tanabi - SP;25265;163.3682960617455
SP;71714;TAPIRAÍ;13076;421;587;1008;7.708779443254818;3553500;Tapiraí - SP;7996;163.53176588294147
SP;71730;TAPIRATIBA;20941;1011;1228;2239;10.691944033236236;3553609;Tapiratiba - SP;11816;177.22579553148273
SP;71757;TAQUARITINGA;81464;3726;3699;7425;9.11445546499067;3553708;Taquaritinga - SP;52260;155.88212782242633
SP;71773;TAQUARITUBA;34733;1809;1625;3434;9.886851121411912;3553807;Taquarituba - SP;24350;142.64065708418892
SP;71790;TARABAI;11207;289;492;781;6.968858748996164;3553906;Tarabai - SP;6536;171.4657282741738
SP;71811;TATUÍ;184988;8185;10814;18999;10.270395917573031;3554003;Tatuí - SP;123942;149.25368317438802
SP;71838;TAUBATÉ;477286;18873;24935;43808;9.17856379613062;3554102;Taubaté - SP;310739;153.59707021004766
SP;71854;TEJUPÁ;7490;202;280;482;6.4352469959946585;3554201;Tejupá - SP;4127;181.4877635086019
SP;71870;TEODORO SAMPAIO;36631;939;1242;2181;5.953973410499304;3554300;Teodoro Sampaio - SP;22173;165.20543002751094
SP;71897;TERRA ROXA;12099;593;733;1326;10.959583436647655;3554409;Terra Roxa - SP;7904;153.0743927125506
SP;71919;TIETÊ;61455;2298;3224;5522;8.985436498250753;3554508;Tietê - SP;37663;163.17075113506624
SP;71935;TIMBURI;4822;98;288;386;8.004977187888842;3554607;Timburi - SP;2464;195.69805194805195
SP;71951;TORRINHA;14734;619;731;1350;9.162481335686168;3554706;Torrinha - SP;9335;157.83610069630421
SP;71978;TREMEMBÉ;60643;2292;2904;5196;8.568177695694475;3554805;Tremembé - SP;51173;118.50585269575753
SP;71994;TRÊS FRONTEIRAS;10284;322;416;738;7.176196032672112;3554904;Três Fronteiras - SP;6804;151.14638447971782
SP;72010;TUPÃ;100964;3160;4430;7590;7.5175310011489245;3555000;Tupã - SP;63928;157.93392566637468
SP;72036;TUPI PAULISTA;22893;538;864;1402;6.124142751059276;3555109;Tupi Paulista - SP;15854;144.39888987006432
SP;72052;TURIÚBA;3371;63;127;190;5.636309700385643;3555208;Turiúba - SP;1818;185.42354235423542
SP;72079;TURMALINA;3736;100;184;284;7.601713062098502;3555307;Turmalina - SP;1669;223.84661473936487
SP;72095;UBATUBA;151804;5594;7245;12839;8.45761640009486;3555406;Ubatuba - SP;92981;163.26346242780784
SP;72117;UBIRAJARA;8377;232;281;513;6.123910707890653;3555505;Ubirajara - SP;5132;163.2307092751364
SP;72133;UCHOA;16159;582;865;1447;8.954762052107185;3555604;Uchoa - SP;10394;155.46469116798153
SP;72150;UNIÃO PAULISTA;3228;84;107;191;5.916976456009913;3555703;União Paulista - SP;1603;201.37242669993762
SP;72176;URÂNIA;13773;615;751;1366;9.917955420024686;3555802;Urânia - SP;8833;155.92663874108456
SP;72192;URU;3019;50;123;173;5.730374296124544;3555901;Uru - SP;1387;217.66402307137707
SP;72214;URUPÊS;22335;875;1121;1996;8.936646518916499;3556008;Urupês - SP;13744;162.5072759022119
SP;72230;VALENTIM GENTIL;20447;804;965;1769;8.651635936812246;3556107;Valentim Gentil - SP;14098;145.03475670307847
SP;72257;VALINHOS;192471;6992;10224;17216;8.94472414026009;3556206;Valinhos - SP;126373;152.30389402799648
SP;72273;VALPARAÍSO;33704;1069;1218;2287;6.785544742463802;3556305;Valparaíso - SP;24241;139.0371684336455
SP;72311;VARGEM GRANDE DO SUL;64157;3649;3449;7098;11.063484888632573;3556404;Vargem Grande do Sul - SP;40133;159.86096230035133
SP;72338;VÁRZEA PAULISTA;166909;8315;12020;20335;12.183285502878814;3556503;Várzea Paulista - SP;115771;144.1716837549991
SP;72354;VERA CRUZ;15549;529;888;1417;9.11312624606084;3556602;Vera Cruz - SP;10176;152.80070754716982
SP;72370;VINHEDO;125864;5069;6385;11454;9.100298735142694;3556701;Vinhedo - SP;76540;164.44212176639667
SP;72397;VIRADOURO;25815;1268;1407;2675;10.362192523726517;3556800;Viradouro - SP;17414;148.2427931549328
SP;72419;VISTA ALEGRE DO ALTO;12270;538;618;1156;9.421352893235534;3556909;Vista Alegre do Alto - SP;8109;151.3133555308916
SP;72435;VOTORANTIM;181556;8487;11163;19650;10.823106920178898;3557006;Votorantim - SP;127923;141.92600236079517
SP;72451;VOTUPORANGA;145145;4750;6786;11536;7.947914154810706;3557105;Votuporanga - SP;96634;150.20075749736117
SP;72737;VARGEM GRANDE PAULISTA;81581;4072;4865;8937;10.95475662225273;3556453;Vargem Grande Paulista - SP;50415;161.81890310423486
